App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Extreme Match,VERY entertaining relaxing.,Positive,0.65,0.91
Extreme Match,Love flowers colors.,Positive,0.5,0.6
Extreme Match,Something different play.,Neutral,0,0.6
Extreme Match,YUCK!!!,Neutral,0,0
Extreme Match,Boring.,Negative,-1,1
Extreme Match,nan,nan,nan,nan
Extreme Match,Great far.,Positive,0.45,0.875
Extreme Match,A fun game.,Negative,-0.05,0.3
Extreme Match,Lots fun!,Positive,0.375,0.2
Extreme Match,Very fun addicting,Positive,0.39,0.26
Extreme Match,Love bright colors,Positive,0.6,0.7
Extreme Match,I love game,Positive,0.05,0.5
Extreme Match,How fun cute,Positive,0.4,0.6
Extreme Match,Great time killer,Positive,0.8,0.75
Extreme Match,Good pastime Thanks,Positive,0.45,0.4
Extreme Match,This addictive,Neutral,0,0.9
FINAL FANTASY BRAVE EXVIUS,"I usually spend month gacha games. They suck in, I put way much time them, I suddenly realize I'm getting nothing return. Exvius exception - I've playing year now. The story captivating, summoning mechanic difficult, there's generally good variety events. It's even confined play ffvi! I recommend final fantasy games anyone looking gacha depth usual",Positive,0.071875,0.6
FINAL FANTASY BRAVE EXVIUS,"Gameplay like old school rpg, good wont stop playing it. Really, though. They keep adding events, add heroes available such. Dont worry premium currency, easy get. You dont need buy it. But coutse ""payer"" advantage, excellent game",Positive,0.304166667,0.516666667
FINAL FANTASY BRAVE EXVIUS,"The game fun mechanics good. But walking around towns places game gets slow... For game graphic style needs optimization. Also, find way store downloaded data storage please. When get fixed I gladly give 5 stars.",Positive,0.011111111,0.444444444
FINAL FANTASY BRAVE EXVIUS,"Seems alright far, premium currency given generously rolls expensive give lots free rolls balances out. Digging star ocean anamnesis promotional event, I actually started playing ffexivus it. Would nice I could get SO chars I guess I can't get greedy. Pretty good gatcha game",Positive,0.14375,0.7
FINAL FANTASY BRAVE EXVIUS,"Great game, full story, tonnes events actively developed. Free play takes bit longer get started bit grind time quite competitive. The game playable without spend, free play micro transactions done quite well :)",Positive,0.21875,0.625
FINAL FANTASY BRAVE EXVIUS,Been playing two years love it. People leaving rubbish reviews dont enjoy luck based games. Ive played two year n spent like $10 total quite top tier units. Support pretty good too. Great game. From omnia player exvius player. Now,Positive,0.294444444,0.577777778
FINAL FANTASY BRAVE EXVIUS,nan,nan,nan,nan
FINAL FANTASY BRAVE EXVIUS,"After new update, stupid difficult made obtain seven star unit, I'm deleting app. I playing now. Just got good units up. Not make harder get up, drop rates, stupidly low. How expect people get units get times they're lucky? Stupid update choice. I'm quitting.",Negative,-0.128787879,0.648484848
FINAL FANTASY BRAVE EXVIUS,"U get utter trash summons. I step summon get 5 stars raegan, brother gets noctis cloud. I'm done game waste ur time.",Negative,-0.2,0.466666667
FINAL FANTASY BRAVE EXVIUS,I've played since started. It impossible beat everything unless TMRs never get unless fork thousands dollars. Dont waste time one. Gatcha game max. Super low drop rates. Shameless scam.,Negative,-0.186666667,0.473333333
FINAL FANTASY BRAVE EXVIUS,This newest update seems make sound crackle bit. Still dont cloud strife ;) I love game I played since launch. Highly recommended. WARNING: Playing eat time XD,Positive,0.182,0.588
FINAL FANTASY BRAVE EXVIUS,"This game scam. The drop rates atrocious, bugs incredibly infested game. They rob expect pay poor copy paste job good Japanese game. The bundles way overpriced spend money make top 10 every event. This game joke. All gacha games awful worst. Avoid cost.",Negative,-0.216666667,0.6
FINAL FANTASY BRAVE EXVIUS,"This game awesome, favourite FF characters, some. Plenty crossover events keep things fresh. The problem game size. It's huge, currently pushing 2GB, big, would perfect",Positive,0.2375,0.5875
FINAL FANTASY BRAVE EXVIUS,Brings favorite Final Fantasy characters together game good ol' sprite form. It's gotten better better past 2 years (finally got Cloud Squall),Positive,0.19375,0.65625
FINAL FANTASY BRAVE EXVIUS,"Some issues bugs weekly maintenance sometimes, resolve send users compensation. Lot do, never say I'm caught up. Events limited equipment rotate biweekly keep players interested.",Positive,0.089285714,0.321428571
FINAL FANTASY BRAVE EXVIUS,Quite simply can't get enough game! With minimal spending I managed get things I could hoped devs super point compensating bugs ands maintenance free rewards. More free giveaways I ever seen! Top notch game story!,Positive,0.113333333,0.552380952
FINAL FANTASY BRAVE EXVIUS,nan,nan,nan,nan
FINAL FANTASY BRAVE EXVIUS,"After year play I still love game much I started. They support game players anything could ask RPG. Gacha draws bit pricy pay, get lot free personally I see gachas way support great game, content get vast. I hope see game continue many years come.",Positive,0.072727273,0.522727273
FINAL FANTASY BRAVE EXVIUS,"It's ok first, gets old quick. After gets work fun. I know games like usually kind grindy game becomes lot work little reward. It's also really repetitive. There's new events every week they're really 3 4 events different characters different stories.",Positive,0.121707459,0.433682984
FINAL FANTASY BRAVE EXVIUS,"The game, concept, graphics amazing gets old quickly. The biggest issue promotion microtransactions. They occasion mispromote items units. An example would 100% 5*, spent weeks promoting release unveil $50 price tag attached ability game currency system Another example step-up summons. It also ~$50 using ingame buyable currency. In games ""fine print"" find make shifting scale obtaining promoted unit. Ie less popular units get 100% chance vs popular units get multiplier(note) x5 multiplier low chance still low chance effectively spending $50. The game stays popular pay people play game currency system floating FF title.",Positive,0.123958333,0.497916667
FINAL FANTASY BRAVE EXVIUS,"The game general great. It simplifies old roots game. But execution, could little less tedious. Not fan .004% drop rates character I would like buy/use. I understand monetization. But gives little incentive pay X amount miniscule chance ever getting desire. If broke categories little made less ridiculous, This game would be, opinion (if mine matters) best game could possibly mobile device. Great game. Just wish easier players enjoy characters want.",Negative,-0.030482456,0.507017544
FINAL FANTASY BRAVE EXVIUS,"7 star update worst thing happen game. Now instead relying ridiculously small chance possibly get unit want, 2-4x make unit relevant. The game give players enough resources own, especially pay win. The choices either spend ton money get left behind. Last patches shown developers care money gameplay users fun. I wish I could read Japanese jffbe seems appreciate user base much more.",Negative,-0.038235294,0.556862745
FINAL FANTASY BRAVE EXVIUS,"I love game, gameplay amazing, always growing, simple user friendly UI animated limit bursts new units. They always give aways, anytime unscheduled maintenance due issue, give compensation. Customer phenomenal, everytime I contacted replied quickly politely. Nothing 5/5 across board opinion. Every game like FFBE strive done make users top priority.",Positive,0.183608815,0.498789847
FINAL FANTASY BRAVE EXVIUS,"My keeps crashing choosing tutorial not, matter I choose. Please correct phone works totally fine. Thank",Positive,0.416666667,0.5
FINAL FANTASY BRAVE EXVIUS,"More 4.5 star, I going give 4 star minor ui annoyances I have. Otherwise, reminds lot older FF games I loved, mixed new collection type games. A lot options party abilities. Frequent special events means pay good progression, makes go lot faster.",Positive,0.29001924,0.445478595
FINAL FANTASY BRAVE EXVIUS,"This game player friendly game, every event helping us become stronger. I request,could add Cloud FFVII Advent Children outfit & add Genesis Crisis Core please XD",Negative,-0.141666667,0.433333333
FINAL FANTASY BRAVE EXVIUS,"A paradoxical game ever one. On hand, good story fun play. On hand, that's works, dev team far better breaking updating it. This time around, random session drops, broken scrolling menus, misaligned area tiles. Joy.",Positive,0.1375,0.475
FINAL FANTASY BRAVE EXVIUS,"Great, addicting game crammed full classic RPG play. Well designed characters variety elemental status attack defense options, tons equipment, seemingly endless quests. There always next goal reach, I spend WAY much time this. Character sprites well-drawn look like 16-bit versions themselves. All classic FF characters (minus 8, favorite) appear along many original ones look attack like original selves 16-bit glory. Fun addictive. Kudos.",Positive,0.207222222,0.478888889
FINAL FANTASY BRAVE EXVIUS,When really get game super fun. They give much free laps crazy. Haven't spend nothing got great 6 star units,Positive,0.147619048,0.55952381
FINAL FANTASY BRAVE EXVIUS,STOP DOING MAINTENANCE AT THE END OF THE DAY. ONLY START MAINTENANCE WHEN THE DAY STARTS. CHANGE WHEN THE GAME'S DATE ROLLS OVER IF YOU'RE NOT GOING TO CHANGE WHEN YOU DO MAINTENANCE.,Negative,-0.2,0.7
FINAL FANTASY BRAVE EXVIUS,"Update: I wrote game 'magnificent' I wrong, keep messing game none stop, I first started game summon rates fair, they're bad, even set ups bad... They 1 year behind original Japanese version game, translate copy paste, even bother fix patches release...",Negative,-0.121153846,0.578205128
FINAL FANTASY BRAVE EXVIUS,It's great far. But really hard obtain weapons materials upgrade. Characters story bit hard access since access via menu scroll lot.,Positive,0.079166667,0.708333333
FINAL FANTASY BRAVE EXVIUS,"This fun game, constant banner units make feel like wasting resources. Used 4 months savings single 5* banner units. Used 30% ticket, got off-banner. Gonna take break. You play long start hate",Negative,-0.170238095,0.407936508
FINAL FANTASY BRAVE EXVIUS,"The main story would good enough keep entertained, top add new events pretty much every week... impossible stop playing!",Positive,0.139962121,0.573484848
FINAL FANTASY BRAVE EXVIUS,Whales now. If $50 regularly waste slim chance getting unit want game you. Since thats price ff15 game actual production value ill spend money elsewhere thanks.,Negative,-0.216666667,0.35
FINAL FANTASY BRAVE EXVIUS,I can't continue fulan pass stage? Always reject app. Please fix I continue playing FFBE. Thanks attention.,Positive,0.2,0.2
FINAL FANTASY BRAVE EXVIUS,"After update, put advertisement.. They really need it?? Wohh really annoying adv put latest update.. Your guys may lost player.. Better put youtube generate side income, like mobile legend..",Positive,0.1,0.625
FINAL FANTASY BRAVE EXVIUS,"nice FF game, nice game. IF want play FFBE, DONT PLAY THIS FFBE. corp handle game GUMI. greddy one. Play JP version Instead. odds summoning 5 star base better there, lot good event too.",Positive,0.05,0.6625
FINAL FANTASY BRAVE EXVIUS,"Beautiful interface, RPG core. Beautiful graphics stay true original, interesting enough storyline. However, someone played single FF game before, confusing. The interface cluttered confusing, hard get help. Even hints presented confusing manner! I'm still rookie quests I much idea complete them. So I'm following main storyline. It seems interesting, maybe even good enough buy original games.",Positive,0.161428571,0.506964286
FINAL FANTASY BRAVE EXVIUS,"Another ""wait energy recharge pay money keep playing"" game. Probably good financial bottom line Square Enid et al, makes playing damned tedious. I enjoyed FF years ago Nintendo. So three stars retro look only.",Positive,0.05,0.616666667
Fallout Shelter,I love game think fun. I enjoy able see different characters trying make happy make vault best be. The issue I buy Mr Gutsys I could stop playing game can't auto collect without means can't play day two vault dies. But amazing game really good idea moble.,Positive,0.3,0.54375
Fallout Shelter,"It's pretty perfect game. It follows theme fallout puts overseer. As overseer take care valt. I love whole premise I wish could easier way receive lunch box things increase chance get vault dwellers come. Other runs perfectly, graphics good, amazing. I started game I'm almost receiving overseer part. But game perfect people like love fallout.",Positive,0.340384615,0.667307692
Fallout Shelter,"The game okay. If want play like actual video game, need spend real money. Otherwise waiting forever everything. The systems good, mechanics fine, best parts game locked away behind monetary walls. Quests example easily best part game, yet, need send survivors vault away 16 hour missions barely grant rewards worth trouble. You quests, game mighty boring without them.",Positive,0.053703704,0.422222222
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"This amazing game. Don't problems, exept. When I make new room say ""Power"" room. I send people two go there. So I'm like ""OK, I make another room beside it."" THAT DID JACK. IT STILL WON'T LET MORE THE TWO PEOPLE IN THAT ROOM. Now bug never happened I'm wondering reason fix get work again.",Positive,0.267272727,0.550909091
Fallout Shelter,One favorite ever. With addition quests feels like there's always something do. The packs purchase actually feel like getting something fresh change mobile game. My literal issue game sometimes I'm trying look around vault I'll accidently move someone notice sometimes. 10 10 otherwise. Well done Bethesda.,Neutral,0,0.48
Fallout Shelter,"I want like game more. I think premise awesome I love fallout games. But get feeling need pay extras actually get anywhere... I prefer actually play, cheat addons purchased real money. So, me, going well. No matter I I can't seem get stats acceptable level. (I really hope ES Blades)",Positive,0.25,0.4
Fallout Shelter,"A great game played anywhere, anytime. The thing need internet connection microtransactions. I think time require pay something vault goes way downhill, so, I recommend purchasing starter pack. It includes enough supplies caps get back track. Overall, I think Bethesda awesome job this, I would highly recommend it.",Positive,0.222857143,0.455714286
Fallout Shelter,"Love game, crashes time. If way lower graphics quality something keep game running large vault I would rate 5 stars. Also I like new icon, Vault Boy supposed smiling yelling. UPDATE The game longer crashing time new icon great! Keep good work!",Positive,0.18466811,0.498629149
Fallout Shelter,"Its amazing game, neef yo make go away screen. You buy Mr Gutzy leave days. nake dont loose Food, Water Power. go holiday wifi hard work dies sad please change otherwize amazing game loved graphics gameplay great game anyway",Positive,0.063141026,0.636089744
Fallout Shelter,"Great game. It takes time develop vault self-sufficient status. It's grind start get hang it, starts become easy. Remember pay attention SPECIAL status. Overlap great game. The monetary wall big deal. Clash Clans monetary wall crazy big game really isn't. Overall 4/5 stars.",Positive,0.053679654,0.473160173
Fallout Shelter,"Very entertaining good while. Survival mode must anyone maxed save normal difficulty. Endgame handled well imo, reach 1million caps, base becomes impossible restructure later line due population etc, quests take long play give little reward. Once max settlers theres recurring endgame goal.",Negative,-0.036574074,0.603888889
Fallout Shelter,This game amazing! I got hooked first second I played it. Fantastic gameplay easy learn. One component I find fustrating trying drag characters around vault trying make aim enemies. There (pick character) button allows easily pick character move him/her around ease. Everytime I try move character I end moving game camera.,Positive,0.151851852,0.518981481
Fallout Shelter,"Overall, GREAT timekiller! I played much, started crash phone... But Switch, I play again! However, it'd cool way visit vaults others. Like Bottle & Cappy visit Quests, per se. Like, could set could visit rate Vaults, even trade outfits, caps, weapons, junk, etc. Either way, really good game!",Positive,0.3,0.433333333
Fallout Shelter,I want give game 4 stars I cant... YOUR UPDATE (or ever) DELETED ALL MY WORK!!!!!!! HAD EVERYTHING PERFECT AND TOOK A LOT OF TIME AND IT'S ALL GONE. Edit:: I redo load see came back. It 1 2 big mission(s) I missing. All rewards it. I love game. It's much fun great game relax with...,Positive,0.06,0.39
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"This game awesome! 2 honest stars though, wipes battery clean within 2 hours: *after closing app* (not force close recommended). Sorry team, inefficient either Bitcoin mining make lack ads, sh!tpile battery devouring archaea.",Positive,0.213333333,0.8
Fallout Shelter,I dumped $ game previous vault. I toggled cloud saves believed game protected. I bought new phone fired FO find game loading cloud save. Beware. Update 6-14-18: Excited announcements E3 I decided check vaults restored. They aren't. I went Bethesda check help articles cannot get game recognize old vaults purchases.,Negative,-0.144412879,0.396401515
Fallout Shelter,"Much improved I first started play. More stable, things do, things get. Love pets, love still get lunchboxes free decent rate too. You always re-arrange vault. You always start too. So many options things ways play layouts suit you. Great game!",Positive,0.331666667,0.535
Fallout Shelter,A great fun game. You need spend money good it. You need internet play great time killer. I really reccomend many people. I wish would add like friend system like friend could trade vaults. Probably favorite game phone. Good job Bethesda.,Positive,0.37,0.54
Fallout Shelter,Great fun little game. Very time consuming takes real world time progress resources. I'm fan microtransactions all. I'd rather pay inclusive experience. In game necessary provides huge shortcuts advances time faster. All fun game play go laying bed. I would recommend give try,Positive,0.073863636,0.486363636
Fallout Shelter,Never addicted game like long time. You full control vault get things done dwellers (literally figuratively). Attacks happen random need prepared. You grind long time achieve great results. Most quests pretty much enemies. Check online help best tricks tips excel game. Best thing completely playable offline graphics pretty good. Definitely recommended.,Positive,0.232352941,0.517647059
Fallout Shelter,I love Bethesda titles. This exception. I love also. The quest make much interesting. The thing I wish added weapons D.P.S. rating like fallouts. My assault rifles chopping stuff way quicker shotguns do.,Positive,0.5,0.566666667
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"Love it! I'm really big fan fallout series, (I like blowing peoples heads guns) I'm really enjoying fallout shelter. It's better mobile games I've tried far, really good humour, (love elder scrolls crosover jokes) quests great, bombarded adds in-game buying time. (which I hate, free game I get make things available buy, wish games like bethesda it.) anyways would definitely recommend!",Positive,0.255769231,0.596153846
Fallout Shelter,"An awesome easy get game. An easy five stars. It's relatively generous, nuka-cola easy get quests useful binge play. However, I feel value nuka-cola could raised little. Skipping two hours great anything two hours eats whole lot substance, getting dwellers relatively difficult new comers. The gameplay lenient however, easy enjoy successful at.",Positive,0.295762311,0.636742424
Fallout Shelter,"I think game really cool, first totally easy that's good. But always get's harder, raiders come, need provide incidents. But that's cool, I like challenges. The thing annoyes fact never really know, dwellers wastelands need stuff like that. But all: great game, really addicting. Oh, please change fact rename dwellers!",Positive,0.193939394,0.456060606
Fallout Shelter,Game fun buggy. Now I can't get main menu. This game broken thats expect bethseda studio's. Looking forward buggy fallout 4. Update still buggy. If enjoy playing game try playing PC instead phone. The quest easier give Rewards far less buggy,Negative,-0.088888889,0.411111111
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"Free pay win. Fun solid game give hours fun. Though, moving Vault dwellers phone screen always work whatever reason. I'd love update allows Vault experiments like turning Ghouls, Mutants, weird plant monsters New Vegas.",Positive,0.170707071,0.461616162
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"I LOVE THAT GAME!!!Fantastic animations, great plot, everything absolutely accessible. The game super interesting. Sometimes wait worth it. After time unlock great things, strategy comes success understood important things known do. If know would get stronger gradually achieved.",Positive,0.390833333,0.514166667
Fallout Shelter,"Its Bethesda game, broken. I love concepts idea Bethesda brings table, can't build game save life. The vault max capacity 200, built half vault, there's real point playing. Less consider unlockable rooms stop 100 dwellers. So game building vaults gives little incentive so. The quests fine, that's main point game, though seems I play. This supposed infinite game, relatively low ceiling. The game get truely fun first 50 dwellers stops fun 100.",Negative,-0.065972222,0.35
Fallout Shelter,"This game amazing. I'm huge Fallout fan game something else. The annoyong flaw game YOU HAVE TO WATCH IT 24/7! So, like SIMS short terms. If could setting like sleep mode people get certain time people work would AMAZING! Overall 4.8/5 stars. Plus kinda lagy play awhile.",Positive,0.073809524,0.53015873
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"Great, great, great game! I love much! My boyfriend I play together. It could actually conceivably sold vault sim console taken path instead. Crazy good free game! I really love it. It's fun addictive. You able put device down!",Positive,0.240972222,0.566493056
Fallout Shelter,nan,nan,nan,nan
Fallout Shelter,"Fun, fun addictive game. Its done great job including aspects fallout especially fallout 4 probaly 76 game ""like simcity"" todd howard said. The controls annoying times. As screen accident zoom somewhere. Also bonus xbox port done good job to. I would recommend!",Positive,0.075,0.594444444
Fallout Shelter,"This game amazing, starting get Fallout even know Fallout give like 35% less. This game additive like never ends, gather much items become Ault overseer master!!! Great job Bethesda",Positive,0.117708333,0.402380952
Fallout Shelter,nan,nan,nan,nan
Farm Fruit Pop: Party Time,"I like it. Addicting great time passer, way TOO many ads. There three ads I even pressed play three I could start level",Positive,0.65,0.625
Farm Fruit Pop: Party Time,Please omit advertisement,Neutral,0,0
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,I love,Positive,0.5,0.6
Farm Fruit Pop: Party Time,I spend time playing game,Negative,-0.4,0.4
Farm Fruit Pop: Party Time,Having fun,Positive,0.3,0.2
Farm Fruit Pop: Party Time,Goodgame young old. If like playing matching games get fed stuck level days game you. Could less ads option turn annoying hint blinking .,Negative,-0.233333333,0.393333333
Farm Fruit Pop: Party Time,I hate ads throughout game. It takes much time playing game causes stop playing. It's darn frustration!!!!,Negative,-0.494140625,0.475
Farm Fruit Pop: Party Time,"Loving game, keeps brain ticking.",Positive,0.1,0.675
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,It gives u concentration... Nice game idle mind,Positive,0.1,0.7
Farm Fruit Pop: Party Time,Fun match 3 game.,Negative,-0.05,0.3
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,I like playing game!,Negative,-0.5,0.4
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,Nice kill time,Positive,0.6,1
Farm Fruit Pop: Party Time,Nice play,Positive,0.6,1
Farm Fruit Pop: Party Time,nice game I confused game,Negative,-0.15,0.625
Farm Fruit Pop: Party Time,I like farm graphics.,Neutral,0,0
Farm Fruit Pop: Party Time,Keep brain going,Neutral,0,0
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,Nice game .. can't stop playing,Positive,0.1,0.7
Farm Fruit Pop: Party Time,I think OK,Positive,0.5,0.5
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,Great game ages Lots fun.,Positive,0.233333333,0.45
Farm Fruit Pop: Party Time,This game nice .I loved,Positive,0.3,0.733333333
Farm Fruit Pop: Party Time,Let's play,Neutral,0,0
Farm Fruit Pop: Party Time,It good game good time get good game,Positive,0.26,0.52
Farm Fruit Pop: Party Time,OK,Positive,0.5,0.5
Farm Fruit Pop: Party Time,Nice game,Positive,0.1,0.7
Farm Fruit Pop: Party Time,FS FARUK,Neutral,0,0
Farm Fruit Pop: Party Time,How played??,Neutral,0,0
Farm Fruit Pop: Party Time,good game,Positive,0.15,0.5
Farm Fruit Pop: Party Time,Simple fun play. Good game.,Positive,0.15,0.389285714
Farm Fruit Pop: Party Time,Is good kids adults.,Positive,0.7,0.6
Farm Fruit Pop: Party Time,nan,nan,nan,nan
Farm Fruit Pop: Party Time,It's awesome play,Positive,1,1
Farm Fruit Pop: Party Time,liked dis game,Positive,0.1,0.6
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,Having dumb time coz since time bonus games dissappearing even though said still 100hrs game left.... Sent mail regarding this.. Nothing done.. Had recommended many people.. Bt guess longer... My rating wil. Change fixed.. And advanced level.. So either fix lose players,Positive,0.0375,0.366666667
Farm Heroes Saga,Had problem others rated gold bars removed despite saying purchase failed. Annoying expensive. Also anyone get extra matching grass? I,Negative,-0.45,0.5
Farm Heroes Saga,I used love game. But recent bonus rounds disappearing totally non existent despite notice informing particular event available. Sending lives friends non existent thing... obsulate quite time.,Positive,0.111111111,0.455555556
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,"Great game I'm high level, however new update includes swirling flashing imagery triggering headaches / migraines well distracting. I'll give game miss unless imagery changes.",Positive,0.059272727,0.508909091
Farm Heroes Saga,It WAS 5 stars! You added kingdom account button save progress disappeared facebook also connecting! Please fix this! I want play case I lose progress boosters!,Neutral,0,0
Farm Heroes Saga,"Having issues gold bars, happened twice I hit play window pops saying purchase takes 18 27 gold bars me. Not far buy game takes extra ones you. PLEASE FIX",Negative,-0.15,0.5
Farm Heroes Saga,"One favourite games addictive! Would've nice awarded reach level 1000 though... also great n 'switch' power up, swap 2 things. Just something keep mind future.",Positive,0.35,0.69375
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,It shows I earn gold bars give use? Once that's it.,Neutral,0,0
Farm Heroes Saga,"So...I earn coins fill piggy bank, CHARGE ME TO EMPTY THE BANK AND RETRIEVE THE COINS?!?!?! That's bad.",Negative,-0.44765625,0.583333333
Farm Heroes Saga,"I brought 10 gold bars lost gold bars game crashing, I lost place game. The customer gave gold bar back finish level. Thank much",Negative,-0.15,0.25
Farm Heroes Saga,The latest update made game really unplayable phone. The new visual effects splashy distracting.,Negative,-0.032727273,0.490909091
Farm Heroes Saga,Please make option open messages once. I've got 200 odd messages feel like opening time. Please please help,Negative,-0.083333333,0.375
Farm Heroes Saga,Very nice addicted game. Actually already play game way back 3 years ago back new phone. I love it.,Positive,0.024040404,0.394949495
Farm Heroes Saga,Interesting tower's difficult. One come back 1st level failed level tower.,Negative,-0.125,0.45
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,It eawas 20 everything started getting harder easy repeated annoying I like get 3 stars hard,Negative,-0.189583333,0.56875
Farm Heroes Saga,Sometimes difficult task might solution,Negative,-0.5,1
Farm Heroes Saga,"This game still cheating. It says bank full tells I'm connected I'm Wi-Fi I turn try charging $2.99. It make sense. I deleted before, keeps up, I'll delete again!",Positive,0.01875,0.475
Farm Heroes Saga,Gets stage hard level another hard spend days trying pass. Not enjoyable anymore,Negative,-0.277777778,0.561111111
Farm Heroes Saga,Some levels difficult others ok,Neutral,0,0.75
Farm Heroes Saga,It creatively made keeps occupied every night I go sleep. Its AWESOME!!,Positive,0.75,1
Farm Heroes Saga,Just took gold bars even get finish level game cheating gold bars completing levels waste,Negative,-0.3,0.2
Farm Heroes Saga,I lost 500level fb connect level gone,Neutral,0,0
Farm Heroes Saga,"Very nice and fun game, because the joy that comes out to play is probably not in any other game. But some changes have not yet been made in the air.",Positive,0.159166667,0.429166667
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,Absolutely great...I spend hours trying beat Rancid. Love it!,Positive,0.4125,0.75
Farm Heroes Saga,Not hard frustrating.everything cute :),Positive,0.381944444,0.847222222
Farm Heroes Saga,I progressing still levels,Neutral,0,0
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,"It nice game, I crossed level 300 booster trail started, game became boring nothing challenging",Negative,-0.14,0.76
Farm Heroes Saga,Someone please explain tho uninstall everyday want treasure mill and/or towers!,Negative,-0.25,0.6
Farm Heroes Saga,This classic match three games. It's fun addictive def want check sequel!,Positive,0.155555556,0.422222222
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,I'm level 326 addicting.,Neutral,0,0
Farm Heroes Saga,"It give prizes, I presumably win. That I give four star rating, rather five star rating.",Positive,0.8,0.4
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,"I issues game connecting internet. I know phone I games connect. Also, I lost gold beans I accumulated. This frustrating I cannot go game worked hard get I game. I done updates outcome still same.",Negative,-0.315277778,0.461111111
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,Had problem others rated gold bars removed despite saying purchase failed. Annoying expensive. Also anyone get extra matching grass? I,Negative,-0.45,0.5
Farm Heroes Saga,I used love game. But recent bonus rounds disappearing totally non existent despite notice informing particular event available. Sending lives friends non existent thing... obsulate quite time.,Positive,0.111111111,0.455555556
Farm Heroes Saga,"Love game everyone family enjoy. I wish would make possible players could earn gold bars playing people can't afford buy due very, tight budget. All games make possible earn bars/gems, whatever need buy extra moves...Maybe every 20-25 levels.",Positive,0.017857143,0.543303571
Farm Heroes Saga,"Great game I'm high level, however new update includes swirling flashing imagery triggering headaches / migraines well distracting. I'll give game miss unless imagery changes.",Positive,0.059272727,0.508909091
Farm Heroes Saga,It WAS 5 stars! You added kingdom account button save progress disappeared facebook also connecting! Please fix this! I want play case I lose progress boosters!,Neutral,0,0
Farm Heroes Saga,"Having issues gold bars, happened twice I hit play window pops saying purchase takes 18 27 gold bars me. Not far buy game takes extra ones you. PLEASE FIX",Negative,-0.15,0.5
Farm Heroes Saga,"One favourite games addictive! Would've nice awarded reach level 1000 though... also great n 'switch' power up, swap 2 things. Just something keep mind future.",Positive,0.35,0.69375
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,It shows I earn gold bars give use? Once that's it.,Neutral,0,0
Farm Heroes Saga,"So...I earn coins fill piggy bank, CHARGE ME TO EMPTY THE BANK AND RETRIEVE THE COINS?!?!?! That's bad.",Negative,-0.44765625,0.583333333
Farm Heroes Saga,"I brought 10 gold bars lost gold bars game crashing, I lost place game. The customer gave gold bar back finish level. Thank much",Negative,-0.15,0.25
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,Please make option open messages once. I've got 200 odd messages feel like opening time. Please please help,Negative,-0.083333333,0.375
Farm Heroes Saga,Very nice addicted game. Actually already play game way back 3 years ago back new phone. I love it.,Positive,0.024040404,0.394949495
Farm Heroes Saga,Interesting tower's difficult. One come back 1st level failed level tower.,Negative,-0.125,0.45
Farm Heroes Saga,nan,nan,nan,nan
Farm Heroes Saga,Having issues purchasing gold bars continue keeps taking double.,Neutral,0,0
Farm Heroes Saga,It eawas 20 everything started getting harder easy repeated annoying I like get 3 stars hard,Negative,-0.189583333,0.56875
Farm Heroes Saga,Sometimes difficult task might solution,Negative,-0.5,1
Farm Heroes Saga,"This game still cheating. It says bank full tells I'm connected I'm Wi-Fi I turn try charging $2.99. It make sense. I deleted before, keeps up, I'll delete again!",Positive,0.01875,0.475
